dataset,model,calibration,split_description,n_features_raw_no_gamma,n_predictions_raw_no_gamma,n_subjects,window_auc_raw_no_gamma,subject_auc_mean_raw_no_gamma,subject_auc_sd,n_subject_auc,protocol,subject_auc_ci95_low,subject_auc_ci95_high,feature_set,window_auc_cached_all_200,subject_auc_mean_cached_all_200,n_predictions_cached_all_200,n_features_cached_all_200,window_auc_delta_raw_minus_cached,subject_auc_delta_raw_minus_cached,reproduction_status
MAT_RAW,logistic_l2,absolute,rest<60s calibration; rest>=60s + all arithmetic scored,184,3186,36,0.7160726847455242,0.7767619537526946,0.15746983209319415,36,reproduction,0.7230665968547914,0.8268211285028414,no_gamma_184,0.7360249375681475,0.7920071526553009,3186,200,-0.01995225282262325,-0.015245198902606227,metric_agreement_within_0.03_auc
MAT_RAW,logistic_l2,mean_subtraction,rest<60s calibration; rest>=60s + all arithmetic scored,184,3186,36,0.8220982378389785,0.835300558495003,0.1530571258947427,36,reproduction,0.783589671516755,0.8796077307466196,no_gamma_184,0.8260011079455525,0.8437823339212229,3186,200,-0.0039028701065739746,-0.008481775426219973,metric_agreement_within_0.03_auc
MAT_RAW,logistic_l2,zscore,rest<60s calibration; rest>=60s + all arithmetic scored,184,3186,36,0.8732013471211002,0.8793148638056045,0.10284843882186975,36,reproduction,0.844675772829708,0.9109626628943758,no_gamma_184,0.8659953044212303,0.8743547912992358,3186,200,0.007206042699869908,0.004960072506368762,metric_agreement_within_0.03_auc
MAT_RAW,linear_svm,absolute,rest<60s calibration; rest>=60s + all arithmetic scored,184,3186,36,0.7116532130421019,0.7706163041348228,0.16079524577797324,36,reproduction,0.7176622942386831,0.8223767452968841,no_gamma_184,0.7363283036122543,0.7888411228689006,3186,200,-0.02467509057015238,-0.018224818734077775,metric_agreement_within_0.03_auc
MAT_RAW,linear_svm,mean_subtraction,rest<60s calibration; rest>=60s + all arithmetic scored,184,3186,36,0.8240309873025923,0.8359376837154616,0.1465877869321779,36,reproduction,0.7867473361258084,0.8787709619341564,no_gamma_184,0.8209511624635081,0.8399637468155986,3186,200,0.0030798248390842,-0.0040260631001369784,metric_agreement_within_0.03_auc
MAT_RAW,linear_svm,zscore,rest<60s calibration; rest>=60s + all arithmetic scored,184,3186,36,0.8677346030741093,0.8750747109543406,0.10953755946222986,36,reproduction,0.8395802652851264,0.9096347859102487,no_gamma_184,0.8585105166895292,0.8656241426611796,3186,200,0.009224086384580166,0.009450568293161044,metric_agreement_within_0.03_auc
