feature,importance
band_rel_A2A1_beta,4.554006043783056e-05
stat_C3_shannon_entropy,4.528825870095411e-05
band_rel_T6_alpha,4.468526732780348e-05
corr_Fp2_P4,4.371254061394385e-05
stat_O1_kurtosis,3.31774998380774e-05
hemisphere_right_band_rel_mean_gamma,3.1991780552066727e-05
band_rel_F3_delta,3.081472387739475e-05
stat_F4_skew,2.8132980003988063e-05
hjorth_F8_mobility,2.6249856380204342e-05
band_rel_P3_gamma,2.4289107437952914e-05
corr_F7_C4,2.1397912248972138e-05
corr_T6_ECGECG,1.9289762120161204e-05
hjorth_C3_mobility,1.7364966228049964e-05
ratio_F3_beta_alpha,1.249223119773161e-05
corr_F4_T5,1.2358719689448606e-05
band_abs_Fz_theta,1.0176656938692095e-05
region_central_band_rel_mean_beta,7.030873640114071e-06
band_rel_C4_alpha,4.239344289210936e-06
stat_C4_shannon_entropy,3.722790066316961e-06
hjorth_T6_complexity,3.246831825793161e-06
stat_Fp1_mean,2.483055554185456e-06
corr_O2_ECGECG,2.4120970012369886e-06
band_abs_F3_theta,1.672310269841949e-06
band_abs_P3_delta,1.6155471507847002e-06
corr_C3_Cz,5.066517356468385e-07
band_abs_T4_alpha,0.0
band_rel_T4_alpha,0.0
band_abs_T4_beta,0.0
band_rel_T4_beta,0.0
band_abs_T4_gamma,0.0
band_rel_T4_gamma,0.0
ratio_T4_theta_alpha,0.0
ratio_T4_beta_alpha,0.0
ratio_T4_theta_beta,0.0
stat_C3_mean,0.0
stat_C3_std,0.0
stat_C3_var,0.0
stat_C3_ptp,0.0
stat_C3_skew,0.0
stat_C3_kurtosis,0.0
hjorth_C3_activity,0.0
spectral_C3_entropy,0.0
band_abs_C3_delta,0.0
band_rel_C3_delta,0.0
band_abs_C3_theta,0.0
band_abs_C3_alpha,0.0
band_rel_C3_alpha,0.0
band_abs_C3_beta,0.0
band_rel_C3_beta,0.0
band_rel_C3_gamma,0.0
ratio_C3_theta_alpha,0.0
ratio_C3_beta_alpha,0.0
ratio_C3_theta_beta,0.0
stat_C4_mean,0.0
stat_C4_std,0.0
stat_C4_var,0.0
stat_C4_rms,0.0
stat_C4_ptp,0.0
stat_C4_skew,0.0
stat_C4_kurtosis,0.0
hjorth_C4_activity,0.0
hjorth_C4_mobility,0.0
hjorth_C4_complexity,0.0
spectral_C4_entropy,0.0
band_abs_C4_delta,0.0
band_rel_C4_delta,0.0
band_abs_C4_theta,0.0
band_rel_C4_theta,0.0
band_abs_C4_alpha,0.0
band_abs_C4_beta,0.0
band_rel_C4_beta,0.0
band_abs_C4_gamma,0.0
band_rel_C4_gamma,0.0
ratio_C4_theta_alpha,0.0
ratio_C4_beta_alpha,0.0
ratio_C4_theta_beta,0.0
stat_T5_mean,0.0
stat_T5_std,0.0
stat_T5_var,0.0
stat_T5_rms,0.0
stat_T5_ptp,0.0
stat_T5_kurtosis,0.0
stat_T5_shannon_entropy,0.0
hjorth_T5_activity,0.0
spectral_T5_entropy,0.0
band_abs_T5_delta,0.0
band_rel_T5_delta,0.0
band_rel_T5_theta,0.0
band_abs_T5_alpha,0.0
band_abs_T5_beta,0.0
band_rel_T5_beta,0.0
ratio_T5_theta_alpha,0.0
ratio_T5_theta_beta,0.0
stat_T6_mean,0.0
stat_T6_std,0.0
stat_T6_rms,0.0
stat_T6_ptp,0.0
stat_T6_skew,0.0
stat_T6_kurtosis,0.0
stat_T6_shannon_entropy,0.0
hjorth_T6_activity,0.0
spectral_T6_entropy,0.0
band_abs_T6_delta,0.0
band_rel_T6_delta,0.0
band_abs_T6_theta,0.0
band_rel_T6_theta,0.0
band_abs_T6_alpha,0.0
band_rel_T6_beta,0.0
ratio_T6_theta_alpha,0.0
ratio_T6_beta_alpha,0.0
ratio_T6_theta_beta,0.0
stat_P3_mean,0.0
stat_P3_std,0.0
stat_P3_var,0.0
stat_P3_rms,0.0
stat_P3_skew,0.0
stat_P3_kurtosis,0.0
stat_P3_shannon_entropy,0.0
hjorth_P3_activity,0.0
spectral_P3_entropy,0.0
band_rel_P3_delta,0.0
band_abs_P3_theta,0.0
band_rel_P3_alpha,0.0
band_abs_P3_beta,0.0
ratio_P3_theta_alpha,0.0
ratio_P3_beta_alpha,0.0
ratio_P3_theta_beta,0.0
stat_P4_mean,0.0
stat_P4_std,0.0
stat_P4_var,0.0
stat_P4_rms,0.0
stat_P4_skew,0.0
stat_P4_kurtosis,0.0
hjorth_P4_activity,0.0
hjorth_P4_mobility,0.0
hjorth_P4_complexity,0.0
spectral_P4_entropy,0.0
band_abs_P4_delta,0.0
band_abs_P4_theta,0.0
band_rel_P4_theta,0.0
band_rel_P4_alpha,0.0
band_rel_P4_beta,0.0
band_rel_P4_gamma,0.0
ratio_P4_theta_alpha,0.0
ratio_P4_beta_alpha,0.0
ratio_P4_theta_beta,0.0
stat_O1_mean,0.0
stat_O1_var,0.0
stat_O1_rms,0.0
stat_O1_ptp,0.0
stat_O1_shannon_entropy,0.0
hjorth_O1_activity,0.0
hjorth_O1_complexity,0.0
spectral_O1_entropy,0.0
band_abs_O1_delta,0.0
band_rel_O1_delta,0.0
band_rel_O1_theta,0.0
band_rel_O1_alpha,0.0
band_abs_O1_gamma,0.0
band_rel_O1_gamma,0.0
ratio_O1_theta_alpha,0.0
ratio_O1_theta_beta,0.0
stat_O2_mean,0.0
stat_O2_std,0.0
stat_O2_var,0.0
stat_O2_rms,0.0
stat_O2_skew,0.0
