n,TP,FP,FN,TN,accuracy,sensitivity_recall,specificity,PPV_precision,NPV,f1,roc_auc,pr_auc_average_precision,accuracy_ci_low,accuracy_ci_high,sensitivity_recall_ci_low,sensitivity_recall_ci_high,specificity_ci_low,specificity_ci_high,PPV_precision_ci_low,PPV_precision_ci_high,NPV_ci_low,NPV_ci_high,f1_ci_low,f1_ci_high,roc_auc_ci_low,roc_auc_ci_high,pr_auc_average_precision_ci_low,pr_auc_average_precision_ci_high,model,evaluation
4266,612,667,468,2519,0.7339428035630567,0.5666666666666667,0.790646578782172,0.47849882720875686,0.8433210579176431,0.5188639253921153,0.795994774592546,0.5448079011697733,0.6833236544000553,0.7875084173464676,0.4619444444444445,0.663449074074074,0.7022563939970408,0.8757224645583424,0.4120434966716707,0.5966338385781333,0.817287817749573,0.8698850805362052,0.463370108999712,0.5891057043125106,0.7448044992494242,0.8573860799906954,0.4716493398769267,0.6395621221140164,svm_rbf,leave_one_subject_out
4266,489,575,591,2611,0.7266760431317393,0.4527777777777778,0.8195229127432517,0.45958646616541354,0.8154278575890068,0.45615671641791045,0.764416951477529,0.42562608559413956,0.6597146108791463,0.7885297024552643,0.3495138888888889,0.5676388888888888,0.7082381942223643,0.9162996757369533,0.3686496464902903,0.6263019442710913,0.7891580702302803,0.8423393766866933,0.38798356376511184,0.5237195819067473,0.6911357433072622,0.8453973443034493,0.35150854999289616,0.5704864076968654,gradient_boosting,leave_one_subject_out
4266,682,799,398,2387,0.7194092827004219,0.6314814814814815,0.7492153170119272,0.46049966239027684,0.8570915619389587,0.5326044513861773,0.7625603043407501,0.465795491196074,0.6498589481833691,0.7885361842105263,0.5387962962962963,0.7316203703703703,0.6526655982905983,0.8420222634508349,0.3893844661796872,0.5740106098679748,0.8272963972386722,0.8904353120529539,0.4733982316024476,0.6060837027444339,0.7065479630989188,0.8300155409252008,0.39465061403212714,0.6033298033750981,logistic_regression,leave_one_subject_out
4266,522,622,558,2564,0.7233942803563057,0.48333333333333334,0.8047708725674827,0.4562937062937063,0.8212684176809737,0.4694244604316547,0.7612642696054497,0.4302154639933536,0.6578827247191011,0.7847100138738096,0.3726157407407407,0.5954166666666666,0.6954274080126173,0.9058896634276863,0.36681221361931166,0.6021564927857934,0.7944587797230206,0.8467834454781861,0.40328217335032257,0.5337990262556581,0.6961930870827033,0.8347044878795586,0.36342079031964303,0.5608094382848502,xgboost,leave_one_subject_out
4266,187,210,893,2976,0.7414439756211908,0.17314814814814813,0.9340866290018832,0.47103274559193953,0.7691910054277591,0.25321597833446174,0.7599840738415754,0.45111523908420753,0.7127758215962442,0.7675339824853644,0.10784722222222223,0.24166666666666667,0.8825174276463592,0.9733219841025114,0.35158570524984184,0.6645574194849727,0.7543545708792169,0.7839952405448812,0.17195931323041408,0.32501094810111514,0.691898486954849,0.8291705853201968,0.377790247791841,0.5749442798442219,random_forest,leave_one_subject_out
