fold,heldout_subject,rank,feature,family,region,cohens_dz,paired_t_p
19,Subject19,20,band_rel_P4_gamma,relative_bandpower,parietal,0.8389211812866852,1.9175005269669235e-05
20,Subject20,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0831113046981902,2.557080239390183e-07
20,Subject20,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0659014944035512,3.4598987371281905e-07
20,Subject20,3,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.025104985044732,7.101263367263335e-07
20,Subject20,4,band_rel_T6_gamma,relative_bandpower,temporal,1.0071722850590978,9.748966600781648e-07
20,Subject20,5,stat_P3_ptp,time_domain_morphology,parietal,-1.005933159898874,9.964943049791106e-07
20,Subject20,6,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.996541938151321,1.1765831469430244e-06
20,Subject20,7,band_rel_Pz_gamma,relative_bandpower,parietal,0.9842512086920258,1.4625342614380243e-06
20,Subject20,8,stat_O1_skew,time_domain_morphology,occipital,-0.9759475420186453,1.6942299754501237e-06
20,Subject20,9,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9714523532637308,1.834660888389788e-06
20,Subject20,10,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9565241400077936,2.390248287752504e-06
20,Subject20,11,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.940830585298729,3.156912891044028e-06
20,Subject20,12,band_rel_O1_gamma,relative_bandpower,occipital,0.9405324297144068,3.1736442030065433e-06
20,Subject20,13,ratio_T5_beta_alpha,band_ratios,temporal,0.9355935932421315,3.4640583712930127e-06
20,Subject20,14,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9262350136059474,4.089241312267402e-06
20,Subject20,15,stat_O1_ptp,time_domain_morphology,occipital,-0.90697314084735,5.753453452334107e-06
20,Subject20,16,stat_T3_var,time_domain_morphology,temporal,-0.8876355955639592,8.10429555148031e-06
20,Subject20,17,hjorth_T3_activity,hjorth,temporal,-0.8876355955639592,8.10429555148031e-06
20,Subject20,18,hjorth_Cz_complexity,hjorth,central,0.8868162834919401,8.222738069305885e-06
20,Subject20,19,region_other_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.8779405838298869,9.621877185690478e-06
20,Subject20,20,hjorth_Fz_complexity,hjorth,frontal,0.877147150490496,9.757950516531356e-06
21,Subject21,1,band_rel_O2_gamma,relative_bandpower,occipital,1.089679466413131,2.278764049030579e-07
21,Subject21,2,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0579475590859269,3.9796428991754277e-07
21,Subject21,3,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.0307832690023273,6.423906819209855e-07
21,Subject21,4,band_rel_T6_gamma,relative_bandpower,temporal,1.0250392311765992,7.109513590456425e-07
21,Subject21,5,stat_P3_ptp,time_domain_morphology,parietal,-1.010614428745571,9.173348228429917e-07
21,Subject21,6,stat_O1_skew,time_domain_morphology,occipital,-1.0088421941037031,9.465319790829888e-07
21,Subject21,7,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.002216435297016,1.0642000468611664e-06
21,Subject21,8,band_rel_Pz_gamma,relative_bandpower,parietal,0.9862141800529245,1.4125759751069123e-06
21,Subject21,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9803607468450575,1.5668445773034976e-06
21,Subject21,10,ratio_T5_beta_alpha,band_ratios,temporal,0.9680288403267403,1.9493880540391003e-06
21,Subject21,11,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9678420425944054,1.9558507988841214e-06
21,Subject21,12,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9408223565509849,3.1573734695603265e-06
21,Subject21,13,hjorth_Cz_complexity,hjorth,central,0.93908285120027,3.2562615461123082e-06
21,Subject21,14,stat_O1_ptp,time_domain_morphology,occipital,-0.9032859462428761,6.141957188956479e-06
21,Subject21,15,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9022527043966001,6.255448494178011e-06
21,Subject21,16,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.898100158865273,6.733066565672174e-06
21,Subject21,17,corr_T5_Cz,connectivity_correlation,temporal,0.8653635760899113,1.2019757443791858e-05
21,Subject21,18,ratio_Fp2_theta_alpha,band_ratios,frontal,0.8635295155740076,1.2415961028132743e-05
21,Subject21,19,band_rel_P4_gamma,relative_bandpower,parietal,0.8631318470660483,1.2503567956050272e-05
21,Subject21,20,ratio_T6_beta_alpha,band_ratios,temporal,0.8604189569215477,1.311786229632772e-05
22,Subject22,1,band_rel_O2_gamma,relative_bandpower,occipital,1.0834723373861939,2.5409285062896784e-07
22,Subject22,2,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.058702023456684,3.927141163831475e-07
22,Subject22,3,band_rel_Pz_gamma,relative_bandpower,parietal,1.0087588392058435,9.479279773721558e-07
22,Subject22,4,stat_P3_ptp,time_domain_morphology,parietal,-1.0077072395424818,9.65718356140206e-07
22,Subject22,5,band_rel_T6_gamma,relative_bandpower,temporal,1.0030142696989057,1.0492873975440389e-06
22,Subject22,6,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0005978860664542,1.0951097271062287e-06
22,Subject22,7,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9945493634412668,1.2188097167619358e-06
22,Subject22,8,stat_O1_skew,time_domain_morphology,occipital,-0.9691548801376705,1.9108805596240186e-06
22,Subject22,9,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9581916984159692,2.3206363936876756e-06
22,Subject22,10,band_rel_O1_gamma,relative_bandpower,occipital,0.93735953538583,3.357284070031968e-06
22,Subject22,11,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9102401062448586,5.429779453742018e-06
22,Subject22,12,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9088472092242554,5.5654954438168625e-06
22,Subject22,13,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9029561831566869,6.177953277956358e-06
22,Subject22,14,stat_O1_ptp,time_domain_morphology,occipital,-0.9019493092873387,6.289169242254479e-06
22,Subject22,15,ratio_T5_beta_alpha,band_ratios,temporal,0.8918067058133441,7.527175683980982e-06
22,Subject22,16,hjorth_Cz_complexity,hjorth,central,0.8783824052543644,9.546926420875038e-06
22,Subject22,17,stat_P3_rms,time_domain_morphology,parietal,-0.876649866807032,9.844210127052798e-06
22,Subject22,18,stat_P3_std,time_domain_morphology,parietal,-0.8754042701425332,1.0063622823320663e-05
22,Subject22,19,band_rel_P4_gamma,relative_bandpower,parietal,0.8668653855959211,1.1704721528287445e-05
22,Subject22,20,hemisphere_midline_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.862960709558496,1.2541458919901237e-05
23,Subject23,1,band_rel_O2_gamma,relative_bandpower,occipital,1.0731884843122894,3.0438784271265217e-07
23,Subject23,2,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0574591755090612,4.014004544022747e-07
23,Subject23,3,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0119925773167742,8.952565249064365e-07
23,Subject23,4,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.0097586386877397,9.313191143590982e-07
23,Subject23,5,band_rel_Pz_gamma,relative_bandpower,parietal,1.0010543835832355,1.0863018131850392e-06
23,Subject23,6,band_rel_T6_gamma,relative_bandpower,temporal,0.9980113681968563,1.1463862293739274e-06
23,Subject23,7,stat_P3_ptp,time_domain_morphology,parietal,-0.9913543609086298,1.2897149376234884e-06
23,Subject23,8,band_rel_O1_gamma,relative_bandpower,occipital,0.9621265415164318,2.1643180309116596e-06
23,Subject23,9,stat_O1_skew,time_domain_morphology,occipital,-0.9560784747049442,2.4092040214986147e-06
23,Subject23,10,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9460838233871413,2.8761831206798048e-06
23,Subject23,11,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9059438571372888,5.859367200117457e-06
23,Subject23,12,stat_O1_ptp,time_domain_morphology,occipital,-0.903876671874716,6.077997714528964e-06
23,Subject23,13,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9012224811011269,6.370692083365046e-06
23,Subject23,14,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.898862893147151,6.642688961226977e-06
23,Subject23,15,hjorth_Cz_complexity,hjorth,central,0.8909765362226654,7.638675011106582e-06
23,Subject23,16,ratio_T5_beta_alpha,band_ratios,temporal,0.8836921290011832,8.690430643642672e-06
23,Subject23,17,band_rel_P4_gamma,relative_bandpower,parietal,0.8696371471780685,1.1144721020639092e-05
23,Subject23,18,ratio_T6_beta_alpha,band_ratios,temporal,0.8508742779515532,1.5527676645121155e-05
23,Subject23,19,ratio_Fp2_theta_alpha,band_ratios,frontal,0.8407129059359681,1.8578388771735935e-05
23,Subject23,20,stat_P3_rms,time_domain_morphology,parietal,-0.8387885606812123,1.9219915173770256e-05
24,Subject24,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.1222420542869214,1.2889889208335106e-07
24,Subject24,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0525843211243253,4.3737847551464657e-07
24,Subject24,3,band_rel_T6_gamma,relative_bandpower,temporal,1.0289766126382556,6.63206663984737e-07
24,Subject24,4,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.010469283201714,9.196916828734242e-07
24,Subject24,5,stat_P3_ptp,time_domain_morphology,parietal,-1.0026284628792774,1.0564722987736041e-06
24,Subject24,6,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9930373373702275,1.2518643597898222e-06
24,Subject24,7,band_rel_Pz_gamma,relative_bandpower,parietal,0.9813858377940934,1.5386571350470675e-06
24,Subject24,8,band_rel_O1_gamma,relative_bandpower,occipital,0.9572256917399349,2.360710908138466e-06
24,Subject24,9,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9566174990790376,2.38629635160643e-06
24,Subject24,10,stat_O1_skew,time_domain_morphology,occipital,-0.956263008382519,2.401336954944938e-06
24,Subject24,11,stat_O1_ptp,time_domain_morphology,occipital,-0.9556563526448665,2.4272971623968825e-06
24,Subject24,12,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9434673921878678,3.012734447055907e-06
24,Subject24,13,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9233068033851427,4.307131568297555e-06
24,Subject24,14,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9138085252100239,5.096982292903581e-06
24,Subject24,15,hjorth_Cz_complexity,hjorth,central,0.9034643479927389,6.122570656659045e-06
24,Subject24,16,ratio_T5_beta_alpha,band_ratios,temporal,0.8977655504679839,6.773101068759366e-06
24,Subject24,17,ratio_T6_beta_alpha,band_ratios,temporal,0.8793577718970474,9.383518416759243e-06
24,Subject24,18,ratio_Fp2_theta_alpha,band_ratios,frontal,0.8770468281652087,9.775291727239134e-06
24,Subject24,19,stat_Cz_std,time_domain_morphology,central,-0.8692621101387834,1.1218902756481406e-05
24,Subject24,20,stat_Cz_rms,time_domain_morphology,central,-0.8678614298148039,1.1500328914193682e-05
25,Subject25,1,band_rel_O2_gamma,relative_bandpower,occipital,1.1613837112844805,6.522414315180205e-08
25,Subject25,2,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.0662034729044578,3.44157197763534e-07
25,Subject25,3,band_rel_T6_gamma,relative_bandpower,temporal,1.0660946015648032,3.44816797576899e-07
25,Subject25,4,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0619982543466624,3.7058143323184735e-07
25,Subject25,5,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.060677941821639,3.7929194206453825e-07
25,Subject25,6,band_rel_Pz_gamma,relative_bandpower,parietal,1.0352606513962546,5.935886538815267e-07
25,Subject25,7,stat_P3_ptp,time_domain_morphology,parietal,-1.0058803789789799,9.974248542524206e-07
25,Subject25,8,stat_O1_skew,time_domain_morphology,occipital,-1.0017213382983772,1.0735608771544e-06
25,Subject25,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9992322988244937,1.1218883303668907e-06
25,Subject25,10,hjorth_Cz_complexity,hjorth,central,0.9800321915008878,1.5759881393693084e-06
25,Subject25,11,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9769112299215034,1.6655554960371463e-06
25,Subject25,12,stat_O1_ptp,time_domain_morphology,occipital,-0.9374303192350376,3.353073564340603e-06
25,Subject25,13,ratio_T5_beta_alpha,band_ratios,temporal,0.934857882763951,3.5095377914911067e-06
25,Subject25,14,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9199743455874491,4.5692522511880465e-06
25,Subject25,15,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9093761396931352,5.513565061212092e-06
25,Subject25,16,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.90533619065219,5.922807860074725e-06
25,Subject25,17,hemisphere_midline_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.8887424866519914,7.946976923529778e-06
25,Subject25,18,band_rel_P4_gamma,relative_bandpower,parietal,0.8879812490983792,8.054838392391642e-06
25,Subject25,19,ratio_T6_beta_alpha,band_ratios,temporal,0.8773971126772879,9.714876535512517e-06
25,Subject25,20,hjorth_Fz_complexity,hjorth,frontal,0.8566745160591751,1.401536506684585e-05
26,Subject26,1,band_rel_O2_gamma,relative_bandpower,occipital,1.067334733532501,3.373781253835148e-07
26,Subject26,2,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0550094942151025,4.1909158423234517e-07
26,Subject26,3,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0467054912785683,4.85109494640506e-07
26,Subject26,4,band_rel_T6_gamma,relative_bandpower,temporal,1.034487533077019,6.01741007720623e-07
26,Subject26,5,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.007654614833928,9.666173867835927e-07
26,Subject26,6,band_rel_Pz_gamma,relative_bandpower,parietal,0.9958751743708125,1.1905472036810336e-06
26,Subject26,7,stat_P3_ptp,time_domain_morphology,parietal,-0.9909231450332768,1.2995964937745599e-06
26,Subject26,8,stat_O1_skew,time_domain_morphology,occipital,-0.9580987871423269,2.3244609969160847e-06
26,Subject26,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9578970834797452,2.3327856739878326e-06
26,Subject26,10,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9556622287619394,2.427044366854458e-06
26,Subject26,11,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9416570823617268,3.110993065252719e-06
26,Subject26,12,stat_O1_ptp,time_domain_morphology,occipital,-0.9035107506578388,6.117538196879893e-06
26,Subject26,13,ratio_T5_beta_alpha,band_ratios,temporal,0.9026849429883801,6.207718932045936e-06
26,Subject26,14,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.8984141947740482,6.695708297886084e-06
26,Subject26,15,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.8979169538795362,6.754956942179539e-06
26,Subject26,16,ratio_Fp2_theta_alpha,band_ratios,frontal,0.8937359712013125,7.274287849920847e-06
26,Subject26,17,hjorth_Cz_complexity,hjorth,central,0.8857314958024181,8.38221813206958e-06
26,Subject26,18,ratio_T6_beta_alpha,band_ratios,temporal,0.8694638497651334,1.117893806916849e-05
26,Subject26,19,band_rel_P4_gamma,relative_bandpower,parietal,0.8584668755905784,1.3578377933566193e-05
26,Subject26,20,hemisphere_midline_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.8466124911114635,1.6741297526437133e-05
27,Subject27,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0568111393205943,4.06006029869267e-07
27,Subject27,2,band_rel_O2_gamma,relative_bandpower,occipital,1.052817030784636,4.355894648925777e-07
27,Subject27,3,band_rel_T6_gamma,relative_bandpower,temporal,1.0248199961386792,7.137090941559496e-07
27,Subject27,4,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0002010430879886,1.10282484876275e-06
27,Subject27,5,stat_P3_ptp,time_domain_morphology,parietal,-0.9999755161359881,1.107233657321108e-06
27,Subject27,6,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9943734802349316,1.2226092768161609e-06
27,Subject27,7,band_rel_Pz_gamma,relative_bandpower,parietal,0.98647776023329,1.4059993945606828e-06
27,Subject27,8,stat_O1_skew,time_domain_morphology,occipital,-0.9599050332229926,2.2512274425663194e-06
27,Subject27,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9377361251133912,3.334943628536543e-06
27,Subject27,10,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9316135936655762,3.7173194757142194e-06
27,Subject27,11,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9034019650854714,6.1293427175123005e-06
27,Subject27,12,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9028902478215661,6.185175830686211e-06
27,Subject27,13,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9023654178595818,6.242967019712632e-06
27,Subject27,14,stat_O1_ptp,time_domain_morphology,occipital,-0.9018347737842681,6.301946373374714e-06
27,Subject27,15,ratio_T5_beta_alpha,band_ratios,temporal,0.896855684179591,6.883167894640261e-06
27,Subject27,16,hjorth_Cz_complexity,hjorth,central,0.8787493983312004,9.485112117327783e-06
27,Subject27,17,stat_T3_ptp,time_domain_morphology,temporal,-0.8742086593854256,1.0278811734624103e-05
27,Subject27,18,ratio_Fp2_theta_alpha,band_ratios,frontal,0.85468350352668,1.4517206298133394e-05
27,Subject27,19,stat_P3_rms,time_domain_morphology,parietal,-0.8512553570802972,1.5423516691029024e-05
27,Subject27,20,stat_P3_std,time_domain_morphology,parietal,-0.8498550263148059,1.5809718178825804e-05
28,Subject28,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0549736511552554,4.1935617667396724e-07
28,Subject28,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0492373497162735,4.6394205590010967e-07
28,Subject28,3,band_rel_T6_gamma,relative_bandpower,temporal,1.0111566833610233,9.085832637792708e-07
28,Subject28,4,stat_O1_skew,time_domain_morphology,occipital,-1.0054615445795447,1.0048400686694622e-06
28,Subject28,5,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-0.9999378115993375,1.1079724641699674e-06
28,Subject28,6,stat_P3_ptp,time_domain_morphology,parietal,-0.9920130464081252,1.2747660796152199e-06
28,Subject28,7,band_rel_Pz_gamma,relative_bandpower,parietal,0.9903606032672885,1.3126017092368347e-06
28,Subject28,8,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9880710530107037,1.3668938987733247e-06
28,Subject28,9,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9749072433588399,1.7257396671058197e-06
28,Subject28,10,band_rel_O1_gamma,relative_bandpower,occipital,0.9413488619933192,3.128038998149674e-06
28,Subject28,11,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.932136340342192,3.6830270749948604e-06
28,Subject28,12,ratio_Fp2_theta_alpha,band_ratios,frontal,0.9212053757240373,4.470616415249824e-06
28,Subject28,13,stat_O1_ptp,time_domain_morphology,occipital,-0.9034821266852157,6.120642034536245e-06
28,Subject28,14,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.903119614246134,6.160087318267862e-06
28,Subject28,15,hjorth_Cz_complexity,hjorth,central,0.900473046199885,6.4558550404400606e-06
28,Subject28,16,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.8984780825119272,6.688133456688588e-06
28,Subject28,17,ratio_T5_beta_alpha,band_ratios,temporal,0.8889058837293847,7.92401324890111e-06
28,Subject28,18,ratio_T6_beta_alpha,band_ratios,temporal,0.8588033084409739,1.3497878060792005e-05
28,Subject28,19,band_rel_P4_gamma,relative_bandpower,parietal,0.8532515652920122,1.4889144486470434e-05
28,Subject28,20,stat_P3_rms,time_domain_morphology,parietal,-0.8420107779953645,1.8157773849597245e-05
29,Subject29,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.090983931406797,2.2272308574326476e-07
29,Subject29,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0601198356222168,3.8303561810114506e-07
29,Subject29,3,stat_O1_skew,time_domain_morphology,occipital,-1.0405090950785139,5.411037823174667e-07
29,Subject29,4,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0263117934028665,6.95154041233211e-07
29,Subject29,5,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.0067659621198748,9.819264856332839e-07
29,Subject29,6,band_rel_Pz_gamma,relative_bandpower,parietal,1.006501347201423,9.865319480434503e-07
29,Subject29,7,stat_P3_ptp,time_domain_morphology,parietal,-1.0049517066678204,1.0139411672193907e-06
29,Subject29,8,band_rel_T6_gamma,relative_bandpower,temporal,1.003341606073621,1.0432298645193815e-06
29,Subject29,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9634503839427254,2.114133275826518e-06
29,Subject29,10,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9588978181086896,2.291774847456784e-06
29,Subject29,11,stat_O1_ptp,time_domain_morphology,occipital,-0.9471656043021834,2.8215511082677656e-06
29,Subject29,12,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9444146371641656,2.962564356192047e-06
29,Subject29,13,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9283175036421237,3.941019199665048e-06
29,Subject29,14,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9226115697499958,4.360546384619105e-06
29,Subject29,15,ratio_T5_beta_alpha,band_ratios,temporal,0.9108277936248944,5.373514578159143e-06
29,Subject29,16,hjorth_Cz_complexity,hjorth,central,0.8980023260340068,6.744747368549082e-06
29,Subject29,17,ratio_Fp2_theta_alpha,band_ratios,frontal,0.8910685471712692,7.626236375087981e-06
29,Subject29,18,stat_P3_rms,time_domain_morphology,parietal,-0.8614794614831061,1.2874229539977917e-05
29,Subject29,19,stat_P3_std,time_domain_morphology,parietal,-0.8605984204934622,1.3076313414203515e-05
29,Subject29,20,band_rel_P4_gamma,relative_bandpower,parietal,0.8518459424445963,1.5263464009450925e-05
30,Subject30,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.1080122584185854,1.6528953791120528e-07
30,Subject30,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0704518444837479,3.193860822727685e-07
30,Subject30,3,band_abs_C4_beta,spectral_absolute_bandpower,central,-1.058031723180859,3.97375125575823e-07
30,Subject30,4,stat_P3_ptp,time_domain_morphology,parietal,-1.0383450193679034,5.621546490856799e-07
30,Subject30,5,band_rel_T6_gamma,relative_bandpower,temporal,1.0323979480053107,6.243428158919588e-07
30,Subject30,6,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.005421557039547,1.0055509117407062e-06
30,Subject30,7,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.001334786077024,1.0809268566421157e-06
30,Subject30,8,band_rel_Pz_gamma,relative_bandpower,parietal,0.9885190773895941,1.3560954809965694e-06
30,Subject30,9,stat_O1_skew,time_domain_morphology,occipital,-0.9807318137336153,1.5565818719265431e-06
30,Subject30,10,band_rel_O1_gamma,relative_bandpower,occipital,0.9538821343159083,2.5048439579298895e-06
30,Subject30,11,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9455469080882689,2.90369019719582e-06
30,Subject30,12,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9424530977275574,3.0673986448118457e-06
30,Subject30,13,stat_T3_ptp,time_domain_morphology,temporal,-0.9375814029367766,3.3441041631755906e-06
30,Subject30,14,stat_O1_ptp,time_domain_morphology,occipital,-0.9205922936111464,4.519470538546417e-06
30,Subject30,15,ratio_T5_beta_alpha,band_ratios,temporal,0.9172312260170165,4.796935220113884e-06
30,Subject30,16,stat_T3_var,time_domain_morphology,temporal,-0.908486606834608,5.601179080226027e-06
30,Subject30,17,hjorth_T3_activity,hjorth,temporal,-0.908486606834608,5.601179080226027e-06
30,Subject30,18,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.904976927734942,5.960637142665722e-06
30,Subject30,19,stat_Cz_std,time_domain_morphology,central,-0.8808374418237258,9.140928487630526e-06
30,Subject30,20,hjorth_Cz_complexity,hjorth,central,0.8800544910186024,9.268503145254542e-06
31,Subject31,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.108931721004514,1.6265239183999033e-07
31,Subject31,2,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0886961165050324,2.3184041729303467e-07
31,Subject31,3,band_rel_O2_gamma,relative_bandpower,occipital,1.0601916034892889,3.825521366437174e-07
31,Subject31,4,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-1.0503963629239794,4.545645890742905e-07
31,Subject31,5,band_rel_T6_gamma,relative_bandpower,temporal,1.0246018517307758,7.164637777618662e-07
31,Subject31,6,stat_P3_ptp,time_domain_morphology,parietal,-1.0129869083787466,8.796591575823845e-07
31,Subject31,7,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9970719595476927,1.1656002203733311e-06
31,Subject31,8,band_rel_Pz_gamma,relative_bandpower,parietal,0.9917929062831817,1.2797427184169843e-06
31,Subject31,9,stat_O1_skew,time_domain_morphology,occipital,-0.9881713413412179,1.3644692518357886e-06
31,Subject31,10,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.956904134863493,2.374203748991926e-06
31,Subject31,11,band_rel_O1_gamma,relative_bandpower,occipital,0.9514350817492919,2.6158848075143572e-06
31,Subject31,12,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9357744068704429,3.452971542023161e-06
31,Subject31,13,band_abs_F4_beta,spectral_absolute_bandpower,frontal,-0.932545774830221,3.6563890545370487e-06
31,Subject31,14,ratio_T5_beta_alpha,band_ratios,temporal,0.924767384849487,4.19703550226716e-06
31,Subject31,15,stat_O1_ptp,time_domain_morphology,occipital,-0.9195921735028503,4.600313750115258e-06
31,Subject31,16,stat_Cz_std,time_domain_morphology,central,-0.9183923169039374,4.699211174096091e-06
31,Subject31,17,stat_Cz_rms,time_domain_morphology,central,-0.9167017632694827,4.8421693132202455e-06
31,Subject31,18,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9150739250026761,4.983928342114564e-06
31,Subject31,19,stat_Cz_var,time_domain_morphology,central,-0.9144153527044957,5.042450687261063e-06
31,Subject31,20,hjorth_Cz_activity,hjorth,central,-0.9144153527044957,5.042450687261063e-06
32,Subject32,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.076851232574531,2.85417297999766e-07
32,Subject32,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0492921598034328,4.634942406030584e-07
32,Subject32,3,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0383152264837006,5.62450130551588e-07
32,Subject32,4,stat_P3_ptp,time_domain_morphology,parietal,-1.0337673403852092,6.094364948854779e-07
32,Subject32,5,band_rel_T6_gamma,relative_bandpower,temporal,1.0129194169526088,8.807091619785954e-07
32,Subject32,6,stat_O1_skew,time_domain_morphology,occipital,-1.0094209087724229,9.368966140066507e-07
32,Subject32,7,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.992942549934146,1.2539662302098108e-06
32,Subject32,8,band_rel_Pz_gamma,relative_bandpower,parietal,0.9925153984135336,1.2634821422556598e-06
32,Subject32,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9538105468909831,2.5080244078334326e-06
32,Subject32,10,stat_O1_ptp,time_domain_morphology,occipital,-0.946197300087704,2.87040298169117e-06
