n,TP,FP,FN,TN,accuracy,sensitivity,specificity,f1,roc_auc,pr_auc,brier,ece,subject_id,feature_set,model
120,9,3,21,87,0.8,0.3,0.9666666666666667,0.42857142857142855,0.9196296296296296,0.7442158480496738,0.12857380832609513,0.16322004748508337,Subject25,spectral_absolute_bandpower_only,xgboost
120,8,0,22,90,0.8166666666666667,0.26666666666666666,1.0,0.42105263157894735,0.9592592592592593,0.8823267642798478,0.1075676472322734,0.13886609637799363,Subject26,spectral_absolute_bandpower_only,xgboost
120,30,19,0,71,0.8416666666666667,1.0,0.7888888888888889,0.759493670886076,0.9866666666666667,0.9596600379090636,0.13527888992792178,0.2733262215430538,Subject27,spectral_absolute_bandpower_only,xgboost
120,29,0,1,90,0.9916666666666667,0.9666666666666667,1.0,0.9830508474576272,1.0,0.9999999999999999,0.00980725577466275,0.0681791476594905,Subject28,spectral_absolute_bandpower_only,xgboost
120,15,0,15,90,0.875,0.5,1.0,0.6666666666666666,0.9692592592592594,0.937854942404536,0.08165424097515588,0.1616973091537754,Subject29,spectral_absolute_bandpower_only,xgboost
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.9544444444444445,0.911057397559901,0.14014603375868354,0.1573390858868758,Subject30,spectral_absolute_bandpower_only,xgboost
69,15,9,15,30,0.6521739130434783,0.5,0.7692307692307693,0.5555555555555556,0.7111111111111111,0.6987980247895985,0.2135736555770957,0.11556206146876016,Subject31,spectral_absolute_bandpower_only,xgboost
120,12,1,18,89,0.8416666666666667,0.4,0.9888888888888889,0.5581395348837209,0.9825925925925926,0.8966693804206305,0.09033319542514784,0.17852753745391964,Subject32,spectral_absolute_bandpower_only,xgboost
120,4,4,26,86,0.75,0.13333333333333333,0.9555555555555556,0.21052631578947367,0.644074074074074,0.3683070145397036,0.18452226998174065,0.09277132029334706,Subject33,spectral_absolute_bandpower_only,xgboost
120,3,1,27,89,0.7666666666666667,0.1,0.9888888888888889,0.17647058823529413,0.8525925925925926,0.6362302204267329,0.15431439781817335,0.13448035729428132,Subject34,spectral_absolute_bandpower_only,xgboost
120,27,26,3,64,0.7583333333333333,0.9,0.7111111111111111,0.6506024096385542,0.902962962962963,0.7916765019067802,0.17136679225653187,0.2538403739531835,Subject35,spectral_absolute_bandpower_only,xgboost
120,24,1,6,89,0.9416666666666667,0.8,0.9888888888888889,0.8727272727272727,0.9762962962962963,0.9588965371048705,0.04194276357386679,0.056375286801224764,Subject00,relative_bandpower_only,logistic_regression
120,17,45,13,45,0.5166666666666667,0.5666666666666667,0.5,0.3695652173913043,0.5418518518518519,0.27536170326724463,0.3423434393257313,0.34490122813221286,Subject01,relative_bandpower_only,logistic_regression
120,27,64,3,26,0.44166666666666665,0.9,0.28888888888888886,0.4462809917355372,0.5792592592592593,0.3177555220466297,0.49387614763506343,0.5109318395694851,Subject02,relative_bandpower_only,logistic_regression
120,2,1,28,89,0.7583333333333333,0.06666666666666667,0.9888888888888889,0.12121212121212122,0.8174074074074075,0.5745019857573648,0.19421077119414207,0.19894806737863044,Subject03,relative_bandpower_only,logistic_regression
114,3,2,27,82,0.7456140350877193,0.1,0.9761904761904762,0.17142857142857143,0.605952380952381,0.4387094752106374,0.19884624925582356,0.14642150244299534,Subject04,relative_bandpower_only,logistic_regression
120,23,16,7,74,0.8083333333333333,0.7666666666666667,0.8222222222222222,0.6666666666666666,0.8885185185185185,0.7982875157744933,0.13682858267658451,0.16954851489657022,Subject05,relative_bandpower_only,logistic_regression
120,27,15,3,75,0.85,0.9,0.8333333333333334,0.75,0.952962962962963,0.9178852770062614,0.10577474485955915,0.16701660857732697,Subject06,relative_bandpower_only,logistic_regression
120,18,25,12,65,0.6916666666666667,0.6,0.7222222222222222,0.4931506849315068,0.7644444444444445,0.5021497794255071,0.1969939395019257,0.1250825195928529,Subject07,relative_bandpower_only,logistic_regression
120,17,28,13,62,0.6583333333333333,0.5666666666666667,0.6888888888888889,0.4533333333333333,0.6625925925925926,0.3442577367052156,0.22484959971244772,0.18409946138135766,Subject08,relative_bandpower_only,logistic_regression
120,20,69,10,21,0.3416666666666667,0.6666666666666666,0.23333333333333334,0.33613445378151263,0.4696296296296296,0.2555414062468982,0.4172490723234715,0.4693211449947325,Subject09,relative_bandpower_only,logistic_regression
123,18,5,12,88,0.8617886178861789,0.6,0.946236559139785,0.6792452830188679,0.8824372759856631,0.7612730686010336,0.10448291821799381,0.08351048276869714,Subject10,relative_bandpower_only,logistic_regression
120,30,80,0,10,0.3333333333333333,1.0,0.1111111111111111,0.42857142857142855,0.9181481481481482,0.7283673003169508,0.5336422188235967,0.6125404377037176,Subject11,relative_bandpower_only,logistic_regression
120,5,20,25,70,0.625,0.16666666666666666,0.7777777777777778,0.18181818181818182,0.6433333333333333,0.3089255656292026,0.285346586420636,0.25703852352084006,Subject12,relative_bandpower_only,logistic_regression
120,21,11,9,79,0.8333333333333334,0.7,0.8777777777777778,0.6774193548387096,0.8918518518518519,0.7349439926974506,0.11705009029014425,0.09544433312855005,Subject13,relative_bandpower_only,logistic_regression
120,29,66,1,24,0.44166666666666665,0.9666666666666667,0.26666666666666666,0.464,0.7325925925925927,0.40346148116390673,0.393325202727659,0.46817141615246405,Subject14,relative_bandpower_only,logistic_regression
120,7,1,23,89,0.8,0.23333333333333334,0.9888888888888889,0.3684210526315789,0.7174074074074074,0.5833989618437354,0.16732928977154324,0.15003345232102505,Subject15,relative_bandpower_only,logistic_regression
120,26,62,4,28,0.45,0.8666666666666667,0.3111111111111111,0.4406779661016949,0.7233333333333334,0.5916858230803754,0.39539141306404724,0.45500855846779353,Subject16,relative_bandpower_only,logistic_regression
120,29,74,1,16,0.375,0.9666666666666667,0.17777777777777778,0.43609022556390975,0.6833333333333333,0.4041613467236637,0.5182880027007737,0.5653808647903124,Subject17,relative_bandpower_only,logistic_regression
120,7,3,23,87,0.7833333333333333,0.23333333333333334,0.9666666666666667,0.35,0.705925925925926,0.5148327333126633,0.16753441046200848,0.09815025733720192,Subject18,relative_bandpower_only,logistic_regression
120,29,10,1,80,0.9083333333333333,0.9666666666666667,0.8888888888888888,0.8405797101449275,0.9922222222222222,0.9811627306749258,0.07538149438060682,0.12271531838797517,Subject19,relative_bandpower_only,logistic_regression
120,23,29,7,61,0.7,0.7666666666666667,0.6777777777777778,0.5609756097560976,0.8314814814814815,0.6805581438343752,0.19418609338719547,0.19292408838983416,Subject20,relative_bandpower_only,logistic_regression
120,3,18,27,72,0.625,0.1,0.8,0.11764705882352941,0.42629629629629634,0.24901188355699835,0.272982938838631,0.243266345888848,Subject21,relative_bandpower_only,logistic_regression
120,26,2,4,88,0.95,0.8666666666666667,0.9777777777777777,0.896551724137931,0.9955555555555555,0.9863949680519017,0.030115726839331114,0.057966440772760974,Subject22,relative_bandpower_only,logistic_regression
120,24,33,6,57,0.675,0.8,0.6333333333333333,0.5517241379310345,0.7848148148148149,0.5656659929236894,0.21240363825776495,0.2340028219168481,Subject23,relative_bandpower_only,logistic_regression
120,24,25,6,65,0.7416666666666667,0.8,0.7222222222222222,0.6075949367088608,0.8381481481481481,0.6616650658754367,0.1875116219601495,0.21463719817104002,Subject24,relative_bandpower_only,logistic_regression
120,30,72,0,18,0.4,1.0,0.2,0.45454545454545453,0.6911111111111111,0.4163424734187887,0.4431276087212811,0.5158730350418245,Subject25,relative_bandpower_only,logistic_regression
120,2,0,28,90,0.7666666666666667,0.06666666666666667,1.0,0.125,0.9170370370370371,0.7927094775623418,0.1553870377001757,0.1608201955458361,Subject26,relative_bandpower_only,logistic_regression
120,30,41,0,49,0.6583333333333333,1.0,0.5444444444444444,0.594059405940594,0.9085185185185185,0.7395429812428056,0.22426202893481542,0.306577431251558,Subject27,relative_bandpower_only,logistic_regression
120,18,3,12,87,0.875,0.6,0.9666666666666667,0.7058823529411765,0.9055555555555556,0.810790094269001,0.10258946619683515,0.08158097576847838,Subject28,relative_bandpower_only,logistic_regression
120,6,1,24,89,0.7916666666666666,0.2,0.9888888888888889,0.32432432432432434,0.8170370370370371,0.6535553113927367,0.15622201084854867,0.13463633856124116,Subject29,relative_bandpower_only,logistic_regression
120,28,3,2,87,0.9583333333333334,0.9333333333333333,0.9666666666666667,0.9180327868852459,0.9866666666666667,0.9675578533699839,0.041032306639689924,0.07325738485044671,Subject30,relative_bandpower_only,logistic_regression
69,15,6,15,33,0.6956521739130435,0.5,0.8461538461538461,0.5882352941176471,0.664957264957265,0.7244734637096674,0.23290993008362842,0.21062756810836142,Subject31,relative_bandpower_only,logistic_regression
120,18,21,12,69,0.725,0.6,0.7666666666666667,0.5217391304347826,0.7522222222222222,0.44012088122339665,0.18849453697857463,0.1253255612035966,Subject32,relative_bandpower_only,logistic_regression
120,29,34,1,56,0.7083333333333334,0.9666666666666667,0.6222222222222222,0.6236559139784946,0.9344444444444444,0.8994570836053937,0.18397630314803656,0.2907100519973291,Subject33,relative_bandpower_only,logistic_regression
120,10,2,20,88,0.8166666666666667,0.3333333333333333,0.9777777777777777,0.47619047619047616,0.8881481481481481,0.7316211962173991,0.14248736326149872,0.15001118545801376,Subject34,relative_bandpower_only,logistic_regression
120,10,73,20,17,0.225,0.3333333333333333,0.18888888888888888,0.17699115044247787,0.22518518518518518,0.17823617952799378,0.5358178084742706,0.585582688069122,Subject35,relative_bandpower_only,logistic_regression
120,15,0,15,90,0.875,0.5,1.0,0.6666666666666666,0.9648148148148148,0.9157394435781654,0.11981331617214223,0.13062968600177371,Subject00,relative_bandpower_only,svm_rbf
120,6,22,24,68,0.6166666666666667,0.2,0.7555555555555555,0.20689655172413793,0.5244444444444444,0.3049930901187583,0.26964258050931583,0.2805237639945057,Subject01,relative_bandpower_only,svm_rbf
120,6,7,24,83,0.7416666666666667,0.2,0.9222222222222223,0.27906976744186046,0.7844444444444444,0.4526815396850512,0.1765350907056026,0.138200764922609,Subject02,relative_bandpower_only,svm_rbf
120,1,1,29,89,0.75,0.03333333333333333,0.9888888888888889,0.0625,0.8444444444444444,0.5590728547973236,0.24249045371526232,0.24487619405495842,Subject03,relative_bandpower_only,svm_rbf
114,10,7,20,77,0.7631578947368421,0.3333333333333333,0.9166666666666666,0.425531914893617,0.7238095238095238,0.5261731926703463,0.1884422917108762,0.1641013779669035,Subject04,relative_bandpower_only,svm_rbf
120,27,27,3,63,0.75,0.9,0.7,0.6428571428571429,0.8622222222222222,0.6924915301432131,0.1548632792948437,0.14557554819730473,Subject05,relative_bandpower_only,svm_rbf
120,16,2,14,88,0.8666666666666667,0.5333333333333333,0.9777777777777777,0.6666666666666666,0.9640740740740741,0.907648121732069,0.12100715586902235,0.1406108751946724,Subject06,relative_bandpower_only,svm_rbf
120,29,42,1,48,0.6416666666666667,0.9666666666666667,0.5333333333333333,0.5742574257425742,0.8844444444444445,0.7995185043559683,0.20558626248442088,0.251840770244064,Subject07,relative_bandpower_only,svm_rbf
120,11,15,19,75,0.7166666666666667,0.36666666666666664,0.8333333333333334,0.39285714285714285,0.6796296296296296,0.38889282752378074,0.2086477047393294,0.15744262202945367,Subject08,relative_bandpower_only,svm_rbf
120,22,50,8,40,0.5166666666666667,0.7333333333333333,0.4444444444444444,0.43137254901960786,0.5881481481481481,0.290412958596616,0.36240177562835907,0.3484268851328844,Subject09,relative_bandpower_only,svm_rbf
123,20,9,10,84,0.8455284552845529,0.6666666666666666,0.9032258064516129,0.6779661016949152,0.8347670250896057,0.7164285056104405,0.12468510164650103,0.11022151539988662,Subject10,relative_bandpower_only,svm_rbf
120,27,90,3,0,0.225,0.9,0.0,0.3673469387755102,0.17703703703703702,0.15911562968586063,0.7081639742107643,0.6933528592328294,Subject11,relative_bandpower_only,svm_rbf
120,17,24,13,66,0.6916666666666667,0.5666666666666667,0.7333333333333333,0.4788732394366197,0.6644444444444445,0.3330302901851965,0.2355178382323394,0.21270494116524175,Subject12,relative_bandpower_only,svm_rbf
120,8,48,22,42,0.4166666666666667,0.26666666666666666,0.4666666666666667,0.18604651162790697,0.34518518518518515,0.188071034651154,0.4142620897226455,0.4324020039996297,Subject13,relative_bandpower_only,svm_rbf
120,22,48,8,42,0.5333333333333333,0.7333333333333333,0.4666666666666667,0.44,0.6292592592592593,0.3507261682938172,0.351793307948628,0.34983124940503874,Subject14,relative_bandpower_only,svm_rbf
120,9,0,21,90,0.825,0.3,1.0,0.46153846153846156,0.8974074074074074,0.8000495468459293,0.16520770766198264,0.1804764415683821,Subject15,relative_bandpower_only,svm_rbf
120,14,44,16,46,0.5,0.4666666666666667,0.5111111111111111,0.3181818181818182,0.5140740740740741,0.23816508392261362,0.3598715591698518,0.31394146910845955,Subject16,relative_bandpower_only,svm_rbf
120,23,49,7,41,0.5333333333333333,0.7666666666666667,0.45555555555555555,0.45098039215686275,0.7651851851851853,0.5442123702362542,0.2709718429958456,0.309119024797635,Subject17,relative_bandpower_only,svm_rbf
120,1,3,29,87,0.7333333333333333,0.03333333333333333,0.9666666666666667,0.058823529411764705,0.857037037037037,0.5780224647635156,0.2172785093393621,0.22578471542140754,Subject18,relative_bandpower_only,svm_rbf
120,15,7,15,83,0.8166666666666667,0.5,0.9222222222222223,0.5769230769230769,0.9185185185185186,0.6569629064694268,0.1302113363174603,0.13800335955862658,Subject19,relative_bandpower_only,svm_rbf
120,19,9,11,81,0.8333333333333334,0.6333333333333333,0.9,0.6551724137931034,0.7914814814814815,0.6993520361464989,0.12948613382847973,0.06916096895541105,Subject20,relative_bandpower_only,svm_rbf
120,9,3,21,87,0.8,0.3,0.9666666666666667,0.42857142857142855,0.7537037037037037,0.6071745475819457,0.17243471418629544,0.15766026037012204,Subject21,relative_bandpower_only,svm_rbf
120,30,0,0,90,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.005191063415731554,0.027429307447740962,Subject22,relative_bandpower_only,svm_rbf
120,29,34,1,56,0.7083333333333334,0.9666666666666667,0.6222222222222222,0.6236559139784946,0.9040740740740741,0.8143226359116246,0.20308196596044936,0.23792787613500882,Subject23,relative_bandpower_only,svm_rbf
120,9,2,21,88,0.8083333333333333,0.3,0.9777777777777777,0.43902439024390244,0.8048148148148149,0.6057549066012906,0.1775205189103233,0.17790988209801015,Subject24,relative_bandpower_only,svm_rbf
120,21,41,9,49,0.5833333333333334,0.7,0.5444444444444444,0.45652173913043476,0.7227777777777777,0.48618228526564183,0.22446170685751793,0.1967413606693803,Subject25,relative_bandpower_only,svm_rbf
120,12,2,18,88,0.8333333333333334,0.4,0.9777777777777777,0.5454545454545454,0.907037037037037,0.817052641567836,0.15752925864571157,0.1691232476799873,Subject26,relative_bandpower_only,svm_rbf
120,29,29,1,61,0.75,0.9666666666666667,0.6777777777777778,0.6590909090909091,0.9103703703703703,0.7771615145871829,0.1356286239104067,0.15264204858746142,Subject27,relative_bandpower_only,svm_rbf
120,3,1,27,89,0.7666666666666667,0.1,0.9888888888888889,0.17647058823529413,0.8896296296296298,0.6837751040273767,0.20755531257624077,0.22009726668040647,Subject28,relative_bandpower_only,svm_rbf
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.8722222222222222,0.7232396273635241,0.2341814573171296,0.2379119162398173,Subject29,relative_bandpower_only,svm_rbf
120,20,3,10,87,0.8916666666666667,0.6666666666666666,0.9666666666666667,0.7547169811320755,0.9262962962962963,0.8771087555094663,0.08481416343430391,0.06927772482134889,Subject30,relative_bandpower_only,svm_rbf
69,5,5,25,34,0.5652173913043478,0.16666666666666666,0.8717948717948718,0.25,0.5837606837606838,0.5161713612806458,0.36790689819318967,0.3627321369908917,Subject31,relative_bandpower_only,svm_rbf
120,6,3,24,87,0.775,0.2,0.9666666666666667,0.3076923076923077,0.7929629629629629,0.5217965259177433,0.1862162985750314,0.17332720706471433,Subject32,relative_bandpower_only,svm_rbf
120,27,17,3,73,0.8333333333333334,0.9,0.8111111111111111,0.7297297297297297,0.8868518518518518,0.6959829936036604,0.11558583827020902,0.1012856908863424,Subject33,relative_bandpower_only,svm_rbf
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.9037037037037037,0.779502319400861,0.21783599235477125,0.22733395831315492,Subject34,relative_bandpower_only,svm_rbf
120,13,69,17,21,0.2833333333333333,0.43333333333333335,0.23333333333333334,0.23214285714285715,0.2248148148148148,0.1640863982256936,0.4713391036773228,0.47321781702782234,Subject35,relative_bandpower_only,svm_rbf
120,4,0,26,90,0.7833333333333333,0.13333333333333333,1.0,0.23529411764705882,0.9722222222222222,0.9196804505750886,0.12747800925925926,0.1548611111111111,Subject00,relative_bandpower_only,random_forest
120,3,2,27,88,0.7583333333333333,0.1,0.9777777777777777,0.17142857142857143,0.6087037037037037,0.3237974790849043,0.1857320601851852,0.06256944444444446,Subject01,relative_bandpower_only,random_forest
120,0,6,30,84,0.7,0.0,0.9333333333333333,0.0,0.5548148148148149,0.2590251421875252,0.20328645833333336,0.13104166666666667,Subject02,relative_bandpower_only,random_forest
120,0,1,30,89,0.7416666666666667,0.0,0.9888888888888889,0.0,0.9255555555555556,0.7020988641206393,0.15809085648148147,0.17854166666666665,Subject03,relative_bandpower_only,random_forest
114,0,0,30,84,0.7368421052631579,0.0,1.0,0.0,0.528968253968254,0.2761532289370711,0.2127954434697856,0.1553362573099415,Subject04,relative_bandpower_only,random_forest
120,5,2,25,88,0.775,0.16666666666666666,0.9777777777777777,0.2702702702702703,0.8725925925925926,0.6623357530350945,0.13925925925925928,0.15569444444444444,Subject05,relative_bandpower_only,random_forest
120,16,0,14,90,0.8833333333333333,0.5333333333333333,1.0,0.6956521739130435,0.9542592592592593,0.8990603454117054,0.11226215277777779,0.18201388888888892,Subject06,relative_bandpower_only,random_forest
120,9,0,21,90,0.825,0.3,1.0,0.46153846153846156,0.8727777777777778,0.7796851047163564,0.15393171296296296,0.16624999999999995,Subject07,relative_bandpower_only,random_forest
120,6,1,24,89,0.7916666666666666,0.2,0.9888888888888889,0.32432432432432434,0.9303703703703704,0.7974588213607168,0.12313310185185185,0.16152777777777777,Subject08,relative_bandpower_only,random_forest
120,7,11,23,79,0.7166666666666667,0.23333333333333334,0.8777777777777778,0.2916666666666667,0.7037037037037037,0.3666965135282986,0.17975752314814814,0.09215277777777775,Subject09,relative_bandpower_only,random_forest
123,4,3,26,90,0.7642276422764228,0.13333333333333333,0.967741935483871,0.21621621621621623,0.6094982078853046,0.40953355356568516,0.18207881662149955,0.07357723577235772,Subject10,relative_bandpower_only,random_forest
120,25,80,5,10,0.2916666666666667,0.8333333333333334,0.1111111111111111,0.37037037037037035,0.3038888888888889,0.18631354969842717,0.3900092592592593,0.3986111111111112,Subject11,relative_bandpower_only,random_forest
120,0,3,30,87,0.725,0.0,0.9666666666666667,0.0,0.28981481481481486,0.17929322620773228,0.22768807870370372,0.1928472222222222,Subject12,relative_bandpower_only,random_forest
120,2,11,28,79,0.675,0.06666666666666667,0.8777777777777778,0.09302325581395349,0.46129629629629626,0.2391671731405051,0.22208564814814818,0.14847222222222226,Subject13,relative_bandpower_only,random_forest
120,7,11,23,79,0.7166666666666667,0.23333333333333334,0.8777777777777778,0.2916666666666667,0.5742592592592592,0.3036316736541465,0.2030509259259259,0.12083333333333333,Subject14,relative_bandpower_only,random_forest
120,0,0,30,90,0.75,0.0,1.0,0.0,0.8766666666666667,0.6822636894782805,0.16559027777777777,0.1383333333333333,Subject15,relative_bandpower_only,random_forest
120,0,4,30,86,0.7166666666666667,0.0,0.9555555555555556,0.0,0.5948148148148148,0.2881999983457474,0.19548206018518519,0.1003472222222222,Subject16,relative_bandpower_only,random_forest
120,13,14,17,76,0.7416666666666667,0.43333333333333335,0.8444444444444444,0.45614035087719296,0.7894444444444445,0.4650029278903885,0.17593055555555556,0.13597222222222227,Subject17,relative_bandpower_only,random_forest
120,2,0,28,90,0.7666666666666667,0.06666666666666667,1.0,0.125,0.9135185185185186,0.8270660720463471,0.13160300925925925,0.14916666666666667,Subject18,relative_bandpower_only,random_forest
120,0,0,30,90,0.75,0.0,1.0,0.0,0.6601851851851852,0.44155819079234016,0.1776707175925926,0.05465277777777777,Subject19,relative_bandpower_only,random_forest
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.8542592592592593,0.740996526441967,0.15421932870370372,0.17243055555555553,Subject20,relative_bandpower_only,random_forest
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.8074074074074075,0.6285893251809012,0.1550474537037037,0.10861111111111112,Subject21,relative_bandpower_only,random_forest
120,18,0,12,90,0.9,0.6,1.0,0.75,0.9975925925925926,0.992191659653191,0.07433564814814815,0.18930555555555556,Subject22,relative_bandpower_only,random_forest
120,3,0,27,90,0.775,0.1,1.0,0.18181818181818182,0.8503703703703703,0.772170709964179,0.14055613425925928,0.14590277777777777,Subject23,relative_bandpower_only,random_forest
120,3,0,27,90,0.775,0.1,1.0,0.18181818181818182,0.8711111111111112,0.718353567247633,0.14377141203703706,0.12118055555555557,Subject24,relative_bandpower_only,random_forest
120,3,4,27,86,0.7416666666666667,0.1,0.9555555555555556,0.16216216216216217,0.5740740740740741,0.319681185106039,0.18953530092592594,0.0654861111111111,Subject25,relative_bandpower_only,random_forest
120,1,1,29,89,0.75,0.03333333333333333,0.9888888888888889,0.0625,0.9298148148148148,0.7785700218290302,0.1251550925925926,0.1448611111111111,Subject26,relative_bandpower_only,random_forest
120,16,8,14,82,0.8166666666666667,0.5333333333333333,0.9111111111111111,0.5925925925925926,0.8875925925925926,0.7182458086527559,0.13639062500000002,0.13034722222222223,Subject27,relative_bandpower_only,random_forest
120,0,0,30,90,0.75,0.0,1.0,0.0,0.9087037037037037,0.7728554419410085,0.15722280092592594,0.14951388888888895,Subject28,relative_bandpower_only,random_forest
120,0,0,30,90,0.75,0.0,1.0,0.0,0.8214814814814815,0.5263899560223495,0.19837210648148149,0.17076388888888888,Subject29,relative_bandpower_only,random_forest
120,18,0,12,90,0.9,0.6,1.0,0.75,0.951851851851852,0.9294176641205183,0.12082581018518519,0.22770833333333335,Subject30,relative_bandpower_only,random_forest
69,0,1,30,38,0.5507246376811594,0.0,0.9743589743589743,0.0,0.5307692307692307,0.44807550009914765,0.2991374798711756,0.27475845410628014,Subject31,relative_bandpower_only,random_forest
120,0,0,30,90,0.75,0.0,1.0,0.0,0.865925925925926,0.5909878374116446,0.1521753472222222,0.1354861111111111,Subject32,relative_bandpower_only,random_forest
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.9716666666666667,0.887854245028158,0.1113605324074074,0.18104166666666668,Subject33,relative_bandpower_only,random_forest
120,1,0,29,90,0.7583333333333333,0.03333333333333333,1.0,0.06451612903225806,0.927962962962963,0.8568353122631553,0.13991203703703706,0.15513888888888888,Subject34,relative_bandpower_only,random_forest
120,3,14,27,76,0.6583333333333333,0.1,0.8444444444444444,0.1276595744680851,0.37351851851851847,0.20715588042767547,0.23037731481481483,0.2025,Subject35,relative_bandpower_only,random_forest
120,28,0,2,90,0.9833333333333333,0.9333333333333333,1.0,0.9655172413793104,0.9840740740740741,0.9803652968036529,0.020059078120981507,0.06201421503999586,Subject00,relative_bandpower_only,gradient_boosting
120,9,5,21,85,0.7833333333333333,0.3,0.9444444444444444,0.4090909090909091,0.6981481481481482,0.42687934364624097,0.17605482263878358,0.09494495341308608,Subject01,relative_bandpower_only,gradient_boosting
120,24,75,6,15,0.325,0.8,0.16666666666666666,0.37209302325581395,0.38518518518518513,0.20314438639215968,0.37069443288772613,0.3846693002117808,Subject02,relative_bandpower_only,gradient_boosting
120,0,2,30,88,0.7333333333333333,0.0,0.9777777777777777,0.0,0.8400000000000001,0.6125983035629651,0.1725893745772567,0.1628447914407159,Subject03,relative_bandpower_only,gradient_boosting
114,0,1,30,83,0.7280701754385965,0.0,0.9880952380952381,0.0,0.7527777777777778,0.5363211113204982,0.20656284119484555,0.18847890360270703,Subject04,relative_bandpower_only,gradient_boosting
120,8,3,22,87,0.7916666666666666,0.26666666666666666,0.9666666666666667,0.3902439024390244,0.802962962962963,0.6151984723636885,0.14584717273238418,0.06709652288304058,Subject05,relative_bandpower_only,gradient_boosting
120,22,2,8,88,0.9166666666666666,0.7333333333333333,0.9777777777777777,0.8148148148148148,0.9514814814814815,0.8933989446858923,0.08448279555734534,0.10924470495295985,Subject06,relative_bandpower_only,gradient_boosting
120,24,8,6,82,0.8833333333333333,0.8,0.9111111111111111,0.7741935483870968,0.9437037037037037,0.8758915804981329,0.14406163990694126,0.24321592548727752,Subject07,relative_bandpower_only,gradient_boosting
120,9,1,21,89,0.8166666666666667,0.3,0.9888888888888889,0.45,0.9018518518518518,0.7831999890625065,0.12126618023342628,0.09324903674730058,Subject08,relative_bandpower_only,gradient_boosting
120,7,7,23,83,0.75,0.23333333333333334,0.9222222222222223,0.3181818181818182,0.6859259259259259,0.4640524950904028,0.172307098858304,0.07651744736901821,Subject09,relative_bandpower_only,gradient_boosting
123,6,15,24,78,0.6829268292682927,0.2,0.8387096774193549,0.23529411764705882,0.53584229390681,0.26613209684990546,0.21930285803245012,0.1459184188170478,Subject10,relative_bandpower_only,gradient_boosting
120,29,75,1,15,0.36666666666666664,0.9666666666666667,0.16666666666666666,0.43283582089552236,0.8451851851851852,0.6904255293009527,0.38736540099741545,0.4872353274068012,Subject11,relative_bandpower_only,gradient_boosting
120,0,12,30,78,0.65,0.0,0.8666666666666667,0.0,0.33925925925925926,0.18670544524382407,0.25114235818027175,0.23135202412156794,Subject12,relative_bandpower_only,gradient_boosting
120,16,16,14,74,0.75,0.5333333333333333,0.8222222222222222,0.5161290322580645,0.7155555555555556,0.5008720504701956,0.18166068384862258,0.13368207960938028,Subject13,relative_bandpower_only,gradient_boosting
120,10,14,20,76,0.7166666666666667,0.3333333333333333,0.8444444444444444,0.37037037037037035,0.6492592592592592,0.3765419821443403,0.19772155449681078,0.14843007201060193,Subject14,relative_bandpower_only,gradient_boosting
120,2,0,28,90,0.7666666666666667,0.06666666666666667,1.0,0.125,0.8314814814814815,0.6630637228963848,0.17388592063171665,0.1435172843647039,Subject15,relative_bandpower_only,gradient_boosting
120,23,29,7,61,0.7,0.7666666666666667,0.6777777777777778,0.5609756097560976,0.7866666666666666,0.47157322895068604,0.20162424942746038,0.21471419829379054,Subject16,relative_bandpower_only,gradient_boosting
120,26,33,4,57,0.6916666666666667,0.8666666666666667,0.6333333333333333,0.5842696629213483,0.8625925925925926,0.7064045011005479,0.19511317698307715,0.25798332395754087,Subject17,relative_bandpower_only,gradient_boosting
120,28,1,2,89,0.975,0.9333333333333333,0.9888888888888889,0.9491525423728814,0.9707407407407408,0.9726496163418739,0.047421501719223484,0.13496950676651628,Subject18,relative_bandpower_only,gradient_boosting
120,7,1,23,89,0.8,0.23333333333333334,0.9888888888888889,0.3684210526315789,0.8433333333333333,0.6769451162617481,0.1412550977649626,0.09915456492469706,Subject19,relative_bandpower_only,gradient_boosting
120,8,1,22,89,0.8083333333333333,0.26666666666666666,0.9888888888888889,0.41025641025641024,0.7362962962962962,0.6105273860021585,0.15369636282918547,0.0602956919004357,Subject20,relative_bandpower_only,gradient_boosting
120,4,4,26,86,0.75,0.13333333333333333,0.9555555555555556,0.21052631578947367,0.7925925925925925,0.5303411930972646,0.17739146000072825,0.1500773081748535,Subject21,relative_bandpower_only,gradient_boosting
120,29,3,1,87,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9354838709677419,0.9988888888888889,0.9969696969696968,0.01714819557931409,0.07180791095124003,Subject22,relative_bandpower_only,gradient_boosting
120,14,0,16,90,0.8666666666666667,0.4666666666666667,1.0,0.6363636363636364,0.8544444444444443,0.8076893270209713,0.1110037454640116,0.10158937331957262,Subject23,relative_bandpower_only,gradient_boosting
