model,n_subjects,mean_auc,t_statistic,bf10
SVM_RBF,36,0.8537130107381004,15.212321198953347,208.42288688532605
LogisticRegression,36,0.8280410479604029,12.125459718384878,151.86809543713426
RandomForest,36,0.8110223259416808,9.412037509021825,88.70759534819857
XGBoost,36,0.8255586044116511,11.375177257793682,135.02568035237772
