feature,mutual_information
corr_Fp2_P4,0.0016614705241513317
stat_T3_skew,0.0016485127806569189
corr_F8_T6,0.001609462523862959
band_abs_F3_gamma,0.0014419683903947877
band_abs_Fp2_beta,0.0014270610819842044
band_rel_T5_beta,0.0014058954474294172
stat_P3_kurtosis,0.0013949910562269796
corr_P4_ECGECG,0.0013752713990611287
band_rel_O1_beta,0.001215089211310083
stat_F7_kurtosis,0.001185293054645875
connectivity_left_right_corr_mean,0.0011205781004646198
ratio_C3_theta_alpha,0.0010898268477086415
corr_T4_C3,0.0010216986956614882
corr_F8_O1,0.0009872524888467904
corr_C3_C4,0.0009413317942699173
corr_P3_A2A1,0.0009396327503823354
stat_Fp1_kurtosis,0.0008525596592496854
spectral_Fz_entropy,0.0008485539673517284
corr_Cz_A2A1,0.0008461338188014977
stat_C4_mean,0.0008203725885400637
band_rel_A2A1_theta,0.0007117007389401131
corr_P3_O2,0.0006331609937899607
hjorth_F4_mobility,0.0006012167999647211
ratio_Cz_beta_alpha,0.0005827816136301234
spectral_C3_entropy,0.0004788338526571234
corr_Fz_Pz,0.0004642006825459344
ratio_Fp2_theta_beta,0.00039837151811505933
stat_C3_shannon_entropy,0.0003866960534844033
band_rel_F7_theta,0.0001551109968773723
stat_F3_shannon_entropy,0.0
corr_Pz_A2A1,0.0
hjorth_F3_mobility,0.0
hjorth_F3_activity,0.0
stat_Fz_mean,0.0
stat_F3_std,0.0
stat_F3_var,0.0
stat_Fz_kurtosis,0.0
stat_O2_shannon_entropy,0.0
ratio_O1_theta_beta,0.0
corr_Fz_ECGECG,0.0
corr_F3_Pz,0.0
corr_F3_ECGECG,0.0
band_abs_Pz_gamma,0.0
ratio_Pz_theta_beta,0.0
ratio_A2A1_theta_alpha,0.0
band_rel_A2A1_delta,0.0
hjorth_A2A1_complexity,0.0
stat_A2A1_mean,0.0
stat_T6_mean,0.0
ratio_T5_theta_beta,0.0
stat_F3_mean,0.0
spectral_F3_entropy,0.0
band_abs_O2_gamma,0.0
ratio_Fp2_beta_alpha,0.0
corr_Fz_Cz,0.0
band_abs_P3_delta,0.0
stat_F7_var,0.0
stat_F7_rms,0.0
hjorth_F7_activity,0.0
spectral_P3_entropy,0.0
band_abs_P3_gamma,0.0
corr_F7_C4,0.0
corr_F7_C3,0.0
corr_Fp1_Pz,0.0
stat_T6_kurtosis,0.0
band_abs_T6_theta,0.0
band_rel_T5_theta,0.0
stat_F8_kurtosis,0.0
stat_T5_mean,0.0
corr_Fp2_ECGECG,0.0
corr_F3_C4,0.0
stat_F8_mean,0.0
stat_T4_mean,0.0
stat_ECGECG_mean,0.0
band_rel_C4_beta,0.0
band_abs_C4_gamma,0.0
stat_C4_kurtosis,0.0
ratio_C4_theta_beta,0.0
corr_F8_P4,0.0
corr_F8_P3,0.0
corr_F7_P4,0.0
spectral_F4_entropy,0.0
corr_F8_Cz,0.0
stat_Pz_skew,0.0
ratio_F8_theta_beta,0.0
stat_T3_mean,0.0
corr_Fp1_T5,0.0
stat_T5_skew,0.0
spectral_Pz_entropy,0.0
stat_Pz_shannon_entropy,0.0
stat_F7_std,0.0
stat_P4_mean,0.0
stat_P4_kurtosis,0.0
spectral_P4_entropy,0.0
corr_Fp2_A2A1,0.0
corr_F7_T5,0.0
corr_F4_T4,0.0
corr_F4_Pz,0.0
band_rel_Cz_beta,0.0
band_abs_Cz_gamma,0.0
corr_T3_Fz,0.0
corr_T3_P4,0.0
corr_F7_Cz,0.0
region_temporal_band_rel_mean_theta,0.0
band_rel_C4_theta,0.0
global_band_rel_mean_beta,0.0
region_central_band_rel_mean_beta,0.0
region_frontal_band_rel_mean_theta,0.0
stat_T4_kurtosis,0.0
stat_T4_skew,0.0
corr_T4_P3,0.0
band_abs_Fp1_beta,0.0
corr_C3_P4,0.0
stat_F4_skew,0.0
stat_O1_mean,0.0
hjorth_Cz_mobility,0.0
band_rel_P4_beta,0.0
stat_Cz_shannon_entropy,0.0
corr_C3_Cz,0.0
corr_C3_O1,0.0
region_parietal_band_rel_mean_beta,0.0
stat_C3_mean,0.0
band_abs_O1_delta,0.0
ratio_T4_theta_alpha,0.0
corr_C4_P4,0.0
corr_C4_Cz,0.0
stat_Cz_kurtosis,0.0
region_central_band_rel_mean_theta,0.0
band_rel_Fp1_theta,0.0
band_rel_C3_theta,0.0
band_abs_C3_delta,0.0
corr_P3_ECGECG,0.0
corr_P4_Cz,0.0
corr_P3_P4,0.0
band_abs_F3_theta,0.0
band_abs_F3_delta,0.0
